"player_id","match_id","match_start_time","kills","deaths","assists","win","total_damage_dealt_to_champions","total_damage_taken","gold_earned","champ_level","champion_name","vision_score","nexus_kills","turret_kills","inhibitor_kills","mythic_item","position"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3485350447",1699026613921,8,3,7,TRUE,24178,23933,15909,18,"Irelia",26,0,3,0,6630,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3485326378",1699023946975,6,8,6,FALSE,29908,41720,14058,17,"Irelia",21,0,2,0,6662,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3484393754",1698874486679,9,6,0,TRUE,19988,23414,11086,15,"Camille",11,0,1,0,6632,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3484098126",1698852976363,7,11,5,FALSE,19148,30322,10925,13,"Irelia",15,0,0,0,NA,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3483991763",1698842213907,5,4,8,TRUE,30923,30734,12036,16,"Camille",27,0,2,1,6632,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3483813400",1698793420919,4,7,4,FALSE,23529,33486,10157,15,"Camille",21,0,0,0,6632,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3483545295",1698773869940,6,7,5,TRUE,19906,36353,11419,16,"Camille",17,0,1,0,6632,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3483394777",1698759557099,4,4,2,FALSE,24226,30059,11087,15,"Camille",20,0,1,0,6632,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3483378816",1698757690958,2,4,10,TRUE,19649,22372,10445,15,"Camille",27,0,2,0,3078,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3482846100",1698679375507,9,6,4,TRUE,28562,30621,12490,16,"Camille",15,0,3,1,3078,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3481479157",1698502541249,5,12,7,FALSE,17899,32129,11884,16,"Naafiri",20,0,0,0,6692,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3477036987",1697904727208,8,4,3,TRUE,19672,21047,10398,14,"Camille",18,0,2,0,3078,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3477018720",1697902555289,1,7,3,FALSE,12599,21355,8239,12,"Naafiri",18,0,0,0,6692,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3477000446",1697900620988,7,6,5,TRUE,22354,25432,10207,14,"Camille",15,1,3,0,6632,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3476361775",1697819508681,8,7,4,TRUE,21854,29943,14817,17,"Naafiri",20,0,1,0,6692,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3476046454",1697757887187,6,9,2,FALSE,18675,23858,10363,13,"Naafiri",15,0,0,0,6692,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3476030740",1697755861382,5,2,5,TRUE,18085,19449,11296,15,"Naafiri",12,0,2,0,6692,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3475734443",1697732936253,6,7,9,FALSE,30616,31601,13384,15,"Naafiri",15,0,0,0,6692,"MIDDLE"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3475702587",1697730522926,4,10,5,FALSE,21423,37531,11533,15,"Naafiri",23,0,0,0,3142,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3474988038",1697630306187,4,8,5,FALSE,21444,24831,9945,14,"Naafiri",13,0,1,0,6692,"TOP"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3474416400",1697547131896,8,4,6,TRUE,21311,19734,12595,15,"Naafiri",15,0,2,1,3142,"MIDDLE"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3474395895",1697544999655,6,7,6,FALSE,20749,25377,11200,14,"Naafiri",13,0,0,0,6692,"MIDDLE"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3474235180",1697493002360,3,7,7,FALSE,17893,24069,10234,13,"Naafiri",15,0,1,0,3142,"MIDDLE"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3473857965",1697464164465,6,3,6,TRUE,17404,19485,13630,15,"Naafiri",16,0,3,0,3142,"MIDDLE"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3473622467",1697404538395,6,6,7,TRUE,20067,21646,12607,15,"Naafiri",8,0,1,0,3142,"MIDDLE"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3473486077",1697394750772,0,0,0,TRUE,173,150,603,1,"Naafiri",0,0,0,0,NA,"JUNGLE"
"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA","EUN1_3471947370",1697212677689,23,8,16,TRUE,65156,45242,23783,18,"Naafiri",32,0,1,0,3142,"MIDDLE"
"sGIXvsl6UBP_Xsn8GJuJONeVj6H5ScomqSMsNMC6dI-E6A3mRDu1aPZb83rzHw6-_ExYKI_8W2xDTA","EUN1_3518256374",1703777272510,7,10,6,FALSE,16153,33488,11269,15,"Shaco",20,0,0,0,6691,"JUNGLE"
"sGIXvsl6UBP_Xsn8GJuJONeVj6H5ScomqSMsNMC6dI-E6A3mRDu1aPZb83rzHw6-_ExYKI_8W2xDTA","EUN1_3518106275",1703758996224,7,11,8,FALSE,20470,48783,16885,18,"Shaco",35,0,0,0,3142,"JUNGLE"
