"playerId","matchId","gameCreation","gameMode","mapId","paricipants"
"ymtzWFkDF4IPwAb2NIiUp8G9189sByZDch0PUMeePvymtkqx-uIt0j36OT9advtmv_EhYmyjAjk5Xw","EUN1_3472169619",1697229042773,"ARAM",12,"9JFZKy8_d-kFYtX6-bRmNMiNHuA02Iln-PBqHiTm_xmvhgnhyIibY9RR49kUwY0NmWBacHWrfQTWXQ"
"ymtzWFkDF4IPwAb2NIiUp8G9189sByZDch0PUMeePvymtkqx-uIt0j36OT9advtmv_EhYmyjAjk5Xw","EUN1_3472169619",1697229042773,"ARAM",12,"BaI1R_BDcwKUo9TT9IRpcwM7m9pFYfQ5MEzenqc_QCbMVUopbC8_ZcVxLxlsy5wWk4XjJVXuJyIjMA"
"ymtzWFkDF4IPwAb2NIiUp8G9189sByZDch0PUMeePvymtkqx-uIt0j36OT9advtmv_EhYmyjAjk5Xw","EUN1_3472169619",1697229042773,"ARAM",12,"FihLtIqzw9JQyUFV36qOL_4yCvq9ayPtiaTtQ4DmkzBP7ngNeNc-P-g3XZ6a4NU6QBw5oJMKTV4NDQ"
"ymtzWFkDF4IPwAb2NIiUp8G9189sByZDch0PUMeePvymtkqx-uIt0j36OT9advtmv_EhYmyjAjk5Xw","EUN1_3472169619",1697229042773,"ARAM",12,"wQGz3Levwz4X60Ht-RBNypKi-u7evquxzeDZaTfynTTgA54LW-O_k4dG-Pb8BcdCwFhNseAWrYzHWQ"
"ymtzWFkDF4IPwAb2NIiUp8G9189sByZDch0PUMeePvymtkqx-uIt0j36OT9advtmv_EhYmyjAjk5Xw","EUN1_3472169619",1697229042773,"ARAM",12,"M4tC9TmPgqG0k5b6iBvhdmAJGhGWMId38QBHqjSB3hlv6MoQM60jQL-zElKJJPWmhnveerT_EdczCg"
"ymtzWFkDF4IPwAb2NIiUp8G9189sByZDch0PUMeePvymtkqx-uIt0j36OT9advtmv_EhYmyjAjk5Xw","EUN1_3472169619",1697229042773,"ARAM",12,"xf-RFUgixcY8PF-Z1DcmAJQLieEhpoq2zhicfDDjhfkkave85uxKg_Pp8jLO_cbzGB6r4fDGeYvVNA"
"ymtzWFkDF4IPwAb2NIiUp8G9189sByZDch0PUMeePvymtkqx-uIt0j36OT9advtmv_EhYmyjAjk5Xw","EUN1_3472169619",1697229042773,"ARAM",12,"lMUPMlgQcpVWuTBNh3HK6jdRkETIlk3qrBwd4sgMSQliAep7gkGmQ_NHlk0arMr0kB5VZJw__5pomA"
"ymtzWFkDF4IPwAb2NIiUp8G9189sByZDch0PUMeePvymtkqx-uIt0j36OT9advtmv_EhYmyjAjk5Xw","EUN1_3472169619",1697229042773,"ARAM",12,"c37FIFF-89uiyvU0Njcfz78shi_9kMZion3JWRP0JJplwYtEAvFtBjS0JigP5nCU0n7TqBxbDEW-PA"
"ymtzWFkDF4IPwAb2NIiUp8G9189sByZDch0PUMeePvymtkqx-uIt0j36OT9advtmv_EhYmyjAjk5Xw","EUN1_3472169619",1697229042773,"ARAM",12,"ymtzWFkDF4IPwAb2NIiUp8G9189sByZDch0PUMeePvymtkqx-uIt0j36OT9advtmv_EhYmyjAjk5Xw"
"ymtzWFkDF4IPwAb2NIiUp8G9189sByZDch0PUMeePvymtkqx-uIt0j36OT9advtmv_EhYmyjAjk5Xw","EUN1_3472169619",1697229042773,"ARAM",12,"lcOeX-sU2UwIVErtKhKdxaC2h5ligKiXhwAQ6fNW5qo1rGzXS3oSVE2o1x25xypXFULZ3D6i0ZR2jA"
"ymtzWFkDF4IPwAb2NIiUp8G9189sByZDch0PUMeePvymtkqx-uIt0j36OT9advtmv_EhYmyjAjk5Xw","EUN1_3514153045",1703195059385,"CHERRY",30,"vo5wIs6_cbboQ8kQdysupvWeSLRjP3rj5AqU0aOpRFadrhVrR8sWAN-bbvDduUgo_NaiIAtGhpTrlw"
"ymtzWFkDF4IPwAb2NIiUp8G9189sByZDch0PUMeePvymtkqx-uIt0j36OT9advtmv_EhYmyjAjk5Xw","EUN1_3514153045",1703195059385,"CHERRY",30,"BXwZ9596nySgPqAY9hfXkXzvieLOBNfOKouDSkEhnfW6Yc3_dL66cCETBop2fQKL49YXy-VTrP9wmQ"
"ymtzWFkDF4IPwAb2NIiUp8G9189sByZDch0PUMeePvymtkqx-uIt0j36OT9advtmv_EhYmyjAjk5Xw","EUN1_3514153045",1703195059385,"CHERRY",30,"io9-650cOxJ29AhyxhCLmQenvoDsQhq07qbDiXJUPcVqYiJr5447mzd0P7KKV9N6Qnfi3jgWN9kIig"
